name,position,team,xP,status,news,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,selected_rank,selected_rank_type,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Regan Slater,MID,Hull City,,a,,,,2.8,110,37,1,0,20,1,0,19.3,3,290,0.44,0.44,0.00,1.83,4,0,0,3.8,18.4,2026-08-22T11:30:00Z,90,False,16,0,0,0,2,0,1,0,272889,1,1,0,2,0.0,6,0,0,0,45,True,0
Mohammed Kudus,MID,Spurs,,d,Thigh injury - 75% chance of playing,,75,0.1,419,167,0,0,0,0,0,0.0,0,512,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,0,1,0,8272,0,0,0,3,0.0,0,0,0,0,65,False,0
Omar Marmoush,FWD,Man City,,a,,,,0.8,202,32,0,0,0,0,0,0.0,0,401,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,0,1,0,80421,0,0,1,2,0.0,0,0,0,0,70,True,0
Tom Watson,MID,Brighton,,u,Has joined Leicester City on loan for the rest of the season,,0,0.0,593,258,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,2,0,0,0,0,0,1,0,241,0,0,0,4,0.0,0,0,0,0,50,True,0
Brenden Aaronson,MID,Leeds,,a,,,,1.0,191,65,0,0,16,1,0,1.1,7,337,0.01,0.02,0.01,0.58,6,0,0,1.6,8.0,2026-08-22T14:00:00Z,81,False,18,0,0,0,6,0,1,0,87156,1,1,1,0,7.0,3,0,0,0,55,False,0
Jake Bidwell,DEF,Coventry City,,a,,,,0.1,441,153,0,0,0,0,0,0.0,0,178,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,0,1,0,7091,0,0,0,3,0.0,0,0,0,0,40,False,0
Archie Gray,MID,Spurs,,a,,,,0.2,333,116,0,0,15,0,2,3.3,5,522,0.01,0.01,0.00,3.43,2,3,0,1.0,6.2,2026-08-22T16:30:00Z,85,False,4,0,0,0,2,0,1,0,19767,1,1,0,3,0.0,2,0,0,0,50,False,0
Brandon Austin,GK,Spurs,,a,,,,0.8,205,28,0,0,0,0,0,0.0,0,495,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,0,1,0,78400,0,0,0,3,0.0,0,0,0,0,40,False,0
Fábio Freitas Gouveia Carvalho,MID,Brentford,,d,Lack of match fitness - 75% chance of playing,,75,0.0,541,224,0,0,0,0,0,0.0,0,100,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,19,0,0,0,0,0,1,0,1459,0,0,0,3,0.0,0,0,0,0,50,True,0
Tom King,GK,Everton,,a,,,,0.0,505,56,0,0,0,0,0,0.0,0,228,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,8,0,0,0,0,0,1,0,3498,0,0,0,2,0.0,0,0,0,0,45,True,0
Harvey Cartwright,GK,Hull City,,u,Has joined Grimsby Town on loan for the rest of the season,,0,0.0,563,67,0,0,0,0,0,0.0,0,275,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,0,1,0,1022,0,0,0,2,0.0,0,0,0,0,40,True,0
Bradley Burrowes,MID,Aston Villa,,a,,,,0.7,222,74,0,0,0,0,0,0.0,0,50,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,0,1,0,60228,0,0,0,4,0.0,0,0,0,0,45,False,0
Joao Gomes,MID,Aston Villa,,i,Calf injury - Unknown return date,,0,0.1,427,171,0,0,-2,0,1,11.0,7,54,0.01,0.01,0.00,2.58,7,4,0,1.2,1.0,2026-08-23T13:00:00Z,39,False,5,0,0,0,2,1,1,0,6573,1,4,0,4,0.0,-2,0,0,0,55,False,0
Nico González Iglesias,MID,Man City,,a,,,,0.1,399,154,0,0,0,0,0,0.0,0,405,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,0,1,0,11878,0,0,1,2,0.0,0,0,0,0,55,True,0
Ellis Simms,FWD,Coventry City,,a,,,,0.8,203,33,0,0,7,0,1,12.3,3,195,0.01,0.01,0.00,1.60,1,3,0,1.7,2.6,2026-08-21T19:00:00Z,69,False,1,0,0,0,2,0,1,0,78607,1,0,0,3,2.0,2,0,0,0,50,False,0
David Raya Martín,GK,Arsenal,,a,,,,37.0,5,1,0,0,24,1,1,0.0,0,1,0.00,0.00,0.00,0.20,1,0,0,1.2,11.8,2026-08-21T19:00:00Z,90,False,7,0,0,0,8,0,1,1,3347153,1,0,0,3,0.0,6,0,0,0,60,True,0
Tyrick Mitchell,DEF,Crystal Palace,,a,,,,6.5,61,25,0,0,9,0,3,13.8,5,204,0.01,0.01,0.00,1.12,3,2,0,2.7,11.6,2026-08-22T14:00:00Z,90,False,9,0,0,0,4,0,1,0,580791,1,2,0,2,2.0,1,0,0,0,45,False,0
António João Pereira de Albuquerque Tavares da Silva,DEF,Bournemouth,,a,,,,0.3,313,116,0,0,5,0,13,0.3,13,566,0.00,0.00,0.00,2.25,8,2,0,3.2,31.4,2026-08-23T13:00:00Z,90,False,15,0,0,0,1,0,1,0,23702,1,0,1,2,0.0,2,0,0,0,50,False,1
Xavi Simons,MID,Spurs,,i,Knee injury - Unknown return date,,0,0.0,556,234,0,0,0,0,0,0.0,0,513,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,0,1,0,1345,0,0,0,3,0.0,0,0,0,0,60,False,0
Wilfried Gnonto,MID,Leeds,,i,Hamstring injury - Unknown return date,,0,0.0,517,217,0,0,0,0,0,0.0,0,341,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,0,1,0,2172,0,0,1,0,0.0,0,0,0,0,50,False,0
Trey Nyoni,MID,Liverpool,,a,,,,0.0,494,204,0,0,0,0,0,0.0,0,375,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,0,1,0,3729,0,0,2,2,0.0,0,0,0,0,50,False,0
Jan Paul van Hecke,DEF,Spurs,,a,,,,9.4,44,16,0,0,3,0,7,2.8,9,112,0.03,0.03,0.00,3.87,2,3,0,3.3,28.2,2026-08-22T16:30:00Z,90,False,4,0,0,0,3,0,1,0,955905,1,2,0,3,2.0,1,0,0,0,50,False,0
Borna Sosa,DEF,Crystal Palace,,a,,,,0.0,525,176,0,0,0,0,0,0.0,0,205,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,0,1,0,2785,0,0,0,2,0.0,0,0,0,0,45,False,0
Ayden Heaven,DEF,Man Utd,,a,,,,0.4,281,105,0,0,5,0,1,2.6,2,421,0.04,0.16,0.12,1.01,4,2,0,2.0,6.8,2026-08-22T11:30:00Z,90,False,11,0,0,0,4,0,1,0,33647,1,1,0,2,11.0,1,0,0,0,45,False,0
Ethan Ampadu,MID,Leeds,,a,,,,1.5,155,46,0,0,18,1,6,23.3,13,338,0.04,0.04,0.00,0.66,6,0,0,4.2,18.6,2026-08-22T14:00:00Z,90,False,18,0,0,0,5,0,1,0,132659,1,2,1,0,0.0,5,0,0,0,55,False,0
Sean Neave,FWD,Newcastle,,a,,,,0.7,213,36,0,0,0,0,0,0.0,0,466,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,14,0,0,0,0,0,1,0,66588,0,0,2,2,0.0,0,0,0,0,45,True,0
Rico Lewis,DEF,Man City,,a,,,,0.2,345,131,0,0,-1,0,2,3.8,2,395,0.02,0.19,0.17,0.55,8,1,0,4.7,3.8,2026-08-23T13:00:00Z,56,False,3,0,0,0,0,0,1,0,18491,1,0,1,2,39.0,1,0,0,0,45,True,0
Jack Clarke,MID,Ipswich Town,,a,,,,0.3,306,103,0,1,27,0,0,0.6,2,313,0.00,0.10,0.10,0.03,5,0,1,5.2,33.6,2026-08-22T14:00:00Z,19,False,20,0,0,0,1,0,1,0,24135,0,1,1,2,18.0,7,0,0,0,55,True,0
Maxim De Cuyper,DEF,Brighton,,a,,,,1.7,140,58,1,2,46,1,1,45.3,4,115,0.21,1.68,1.47,0.29,7,0,1,12.9,40.6,2026-08-23T13:00:00Z,77,False,2,0,0,0,3,0,1,0,151636,1,3,0,4,43.0,17,0,0,0,45,True,0
Sam Szmodics,MID,Ipswich Town,,u,Has joined Derby County on loan for the rest of the season,,0,0.0,549,229,0,0,0,0,0,0.0,0,319,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,0,1,0,1030,0,0,1,2,0.0,0,0,0,0,50,True,0
Oli McBurnie,FWD,Hull City,,a,,,,1.4,167,25,1,0,21,1,3,21.1,5,295,0.01,0.17,0.16,1.83,4,0,0,9.0,17.2,2026-08-22T11:30:00Z,90,False,16,0,0,0,2,0,1,0,113765,1,0,0,2,52.0,5,0,0,0,55,True,0
Zion Suzuki,GK,Aston Villa,,a,,,,0.4,273,37,0,0,0,0,0,0.0,0,597,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,0,1,0,61739,0,0,0,4,0.0,0,0,0,0,50,False,0
Timothy Castagne,DEF,Fulham,,a,,,,0.3,302,112,2,0,21,0,5,27.8,6,258,0.18,0.27,0.09,2.24,10,3,0,8.9,38.0,2026-08-24T19:00:00Z,90,False,6,0,0,0,4,0,1,0,26346,1,1,3,2,23.0,6,0,0,0,45,True,1
Elliot Stroud,MID,Hull City,,a,,,,0.1,456,183,0,0,11,1,1,4.8,6,576,0.03,0.03,0.00,1.16,4,0,0,1.3,8.4,2026-08-22T11:30:00Z,70,False,16,0,0,0,2,0,1,0,6733,1,3,0,2,0.0,3,0,0,0,50,True,0
Tyrone Mings,DEF,Aston Villa,,a,,,,0.3,299,110,0,0,5,0,0,0.0,1,33,0.00,0.00,0.00,0.22,7,0,0,0.2,2.0,2026-08-23T13:00:00Z,16,False,5,0,0,0,0,0,1,0,29034,0,1,0,4,0.0,1,0,0,0,45,False,0
Joël Piroe,FWD,Leeds,,u,Has joined West Ham United on loan for the rest of the season,,0,0.3,309,54,0,0,0,0,0,0.0,0,348,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,0,1,0,17239,0,0,1,0,0.0,0,0,0,0,50,False,0
Ben Davies,DEF,Spurs,,a,,,,1.0,187,70,0,0,0,0,0,0.0,0,508,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,0,1,0,99420,0,0,0,3,0.0,0,0,0,0,40,False,0
Tyler Fredricson,DEF,Man Utd,,u,Has joined Lausanne-Sport permanently,,0,0.0,510,173,0,0,0,0,0,0.0,0,425,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,0,1,0,2582,0,0,0,2,0.0,0,0,0,0,40,False,0
Jorrel Hato,DEF,Chelsea,,a,,,,0.5,255,95,0,0,5,0,1,12.3,3,148,0.03,0.04,0.01,1.05,10,2,0,3.2,8.4,2026-08-24T19:00:00Z,64,False,10,0,0,0,2,0,1,0,40724,1,2,3,2,11.0,1,0,0,0,45,False,0
Shea Lacey,MID,Man Utd,,a,,,,0.0,483,200,0,0,3,0,0,0.6,1,435,0.00,0.00,0.00,0.00,4,0,0,0.1,0.2,2026-08-22T11:30:00Z,10,False,11,0,0,0,1,0,1,0,4147,0,0,0,2,0.0,1,0,0,0,50,False,0
Saša Lukić,MID,Ipswich Town,,a,,,,0.1,410,161,1,0,22,0,2,14.8,6,267,0.02,0.02,0.00,0.66,5,1,0,4.0,23.4,2026-08-22T14:00:00Z,90,False,20,0,0,0,3,0,1,0,10816,1,1,1,2,2.0,5,0,0,0,50,True,0
Thomas Meunier,DEF,Sunderland,,a,,,100,0.3,308,115,0,0,5,0,2,5.3,4,541,0.08,0.16,0.08,1.80,5,2,0,3.0,13.8,2026-08-22T14:00:00Z,90,False,12,0,0,0,3,0,1,0,26928,1,2,1,2,11.0,1,0,0,0,45,False,0
Amadou Onana,MID,Aston Villa,,i,Knee injury - Unknown return date,,0,0.0,535,221,0,0,0,0,0,0.0,0,48,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,0,1,0,2081,0,0,0,4,0.0,0,0,0,0,50,False,0
Chiedozie Ogbene,MID,Ipswich Town,,a,,,,0.0,552,231,0,0,0,0,0,0.0,0,314,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,0,1,0,1539,0,0,1,2,0.0,0,0,0,0,50,True,0
Chadi Riad Dnanou,DEF,Crystal Palace,,a,,,,0.1,449,158,0,0,7,0,6,1.3,7,206,0.01,0.01,0.00,0.98,3,2,0,1.4,12.6,2026-08-22T14:00:00Z,72,False,9,0,0,0,3,0,1,0,6521,1,1,0,2,0.0,1,0,0,0,45,False,0
Tyler Fletcher,MID,Man Utd,,a,,,,0.3,286,95,0,0,0,0,0,0.0,0,438,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,0,1,0,31336,0,0,0,2,0.0,0,0,0,0,45,False,0
Josh Acheampong,DEF,Chelsea,,a,,,,0.3,307,114,0,0,13,0,10,2.2,15,151,0.01,0.01,0.00,1.33,10,2,0,3.7,33.2,2026-08-24T19:00:00Z,90,False,10,0,0,0,6,0,1,0,24066,1,5,3,2,2.0,3,0,0,0,45,False,0
Melker Ellborg,GK,Sunderland,,a,,,,0.1,428,48,0,0,0,0,0,0.0,0,531,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,12,0,0,0,0,0,1,0,8630,0,0,1,2,0.0,0,0,0,0,45,False,0
Daniel Ballard,DEF,Sunderland,,a,,,,5.3,66,27,0,0,4,0,7,1.2,9,532,0.01,0.01,0.00,1.80,5,2,0,1.9,18.2,2026-08-22T14:00:00Z,90,False,12,0,0,0,0,0,1,0,518741,1,2,1,2,0.0,0,0,0,0,50,False,1
Thierno Barry,FWD,Everton,,a,,,,1.3,173,26,0,2,37,1,0,19.0,3,249,0.09,0.54,0.45,1.62,3,0,1,9.8,38.0,2026-08-22T14:00:00Z,78,False,8,0,0,0,2,0,1,0,117327,1,1,0,2,41.0,8,0,0,0,55,True,0
Thimothée Lo-Tutala,GK,Hull City,,u,Has joined Colchester United on loan for the rest of the season,,0,0.1,475,52,0,0,0,0,0,0.0,0,276,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,0,1,0,3519,0,0,0,2,0.0,0,0,0,0,40,True,0
Valentín Barco,MID,Chelsea,,a,,,,0.1,400,155,0,0,0,0,0,0.0,0,568,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,0,1,0,12041,0,0,3,2,0.0,0,0,0,0,55,False,0
Lucas Digne,DEF,Aston Villa,,u,Has joined Paris Saint-Germain permanently,,0,0.2,334,125,0,0,0,0,0,0.0,0,30,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,0,1,0,13780,0,0,0,4,0.0,0,0,0,0,45,False,0
Pedro Lomba Neto,MID,Chelsea,,a,,,,1.3,169,54,0,0,9,0,0,4.1,4,156,0.07,0.10,0.03,0.22,10,0,0,1.3,5.2,2026-08-24T19:00:00Z,14,False,10,0,0,0,3,0,1,0,116795,0,1,3,2,4.0,1,0,0,0,65,False,0
Mateo Kovačić,MID,Man City,,a,,,,0.1,464,188,0,0,3,0,0,2.1,2,406,0.01,0.01,0.00,0.10,8,0,0,0.4,2.2,2026-08-23T13:00:00Z,27,False,3,0,0,0,2,0,1,0,6303,0,0,1,2,0.0,1,0,0,0,55,True,0
Dan Ndoye,MID,Nott'm Forest,,a,,,,0.5,260,83,0,0,5,1,1,2.5,3,483,0.00,0.00,0.00,0.25,6,0,0,0.4,1.4,2026-08-22T14:00:00Z,61,False,13,0,0,0,1,0,1,0,39539,1,1,1,0,0.0,3,0,0,0,55,True,0
Calvin Bassey,DEF,Fulham,,a,,,,0.7,218,83,0,0,1,0,3,3.8,4,257,0.02,0.04,0.02,2.24,10,3,0,2.0,13.8,2026-08-24T19:00:00Z,90,False,6,0,0,0,4,0,1,0,64737,1,1,3,2,2.0,0,0,0,0,45,True,1
Trevoh Chalobah,DEF,Chelsea,,u,Has joined Como permanently,,0,0.3,291,107,0,0,0,0,0,0.0,0,143,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,0,1,0,21121,0,0,3,2,0.0,0,0,0,0,55,False,0
Murillo Costa dos Santos,DEF,Nott'm Forest,,a,,,100,1.5,159,66,0,0,15,0,12,25.9,14,472,0.28,0.28,0.00,0.47,6,1,0,5.8,32.2,2026-08-22T14:00:00Z,90,False,13,0,0,0,3,0,1,0,134909,1,2,1,0,0.0,4,0,0,0,55,True,0
Kosta Nedeljkovic,DEF,Aston Villa,,u,Has joined Rangers on loan for the rest of the season,,0,0.5,259,97,0,0,0,0,0,0.0,0,39,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,0,1,0,29043,0,0,0,4,0.0,0,0,0,0,40,False,0
Sindre Walle Egeli,FWD,Ipswich Town,,a,,,,2.2,121,16,0,0,3,0,0,0.1,0,321,0.00,0.00,0.00,0.03,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,10,False,20,0,0,0,0,0,1,0,199675,0,0,1,2,0.0,1,0,0,0,45,True,0
Noah Okafor,MID,Leeds,,a,,,,0.5,249,82,0,0,10,0,1,14.0,5,336,0.16,0.16,0.00,0.13,6,0,0,2.8,10.0,2026-08-22T14:00:00Z,24,False,18,0,0,0,2,0,1,0,45369,0,2,1,0,4.0,1,0,0,0,60,False,0
Florentino Ibrain Morris Luís,MID,Ipswich Town,,a,,,,0.1,401,156,0,0,0,0,0,0.0,0,571,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,0,1,0,12850,0,0,1,2,0.0,0,0,0,0,50,True,0
Jérémy Doku,MID,Man City,,d,Calf injury - 75% chance of playing,,75,3.2,99,34,0,0,0,0,0,0.0,0,400,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,0,1,0,191182,0,0,1,2,0.0,0,0,0,0,75,True,0
Mikey Moore,MID,Spurs,,a,,,,0.2,355,126,0,0,10,0,0,5.9,2,523,0.02,0.40,0.38,3.02,2,3,0,7.5,14.2,2026-08-22T16:30:00Z,67,False,4,0,0,0,1,0,1,0,17505,1,1,0,3,55.0,2,0,0,0,50,False,0
Tatsuhiro Sakamoto,MID,Coventry City,,a,,,,0.1,407,160,0,0,0,0,0,0.0,0,185,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,0,1,0,10294,0,0,0,3,0.0,0,0,0,0,50,False,0
Jair Paula da Cunha Filho,DEF,Nott'm Forest,,a,,,,0.2,327,123,0,0,5,0,7,1.3,8,474,0.00,0.00,0.00,0.47,6,1,0,2.2,20.8,2026-08-22T14:00:00Z,90,False,13,0,0,0,0,0,1,0,19663,1,1,1,0,0.0,1,0,0,0,45,True,1
Malick Yalcouyé,MID,Brighton,0.0,,,,,,,,0,0,3,0,0,2.7,0,605,0.01,0.01,0.00,0.00,7,0,0,0.3,0.6,2026-08-23T13:00:00Z,4,False,2,0,0,0,0,0,1,0,0,0,0,0,4,0.0,1,0,0,0,45,True,0
Roméo Lavia,MID,Chelsea,,a,,,,0.1,481,199,0,0,8,0,2,21.9,9,161,0.03,0.24,0.21,1.05,10,2,0,6.9,13.6,2026-08-24T19:00:00Z,64,False,10,0,0,0,4,0,1,0,4654,1,3,3,2,33.0,1,0,0,0,50,False,1
Igor Jesus Maciel da Cruz,FWD,Nott'm Forest,,a,,,,4.5,72,12,0,0,8,0,2,6.8,3,491,0.02,0.24,0.22,0.47,6,1,0,4.3,5.2,2026-08-22T14:00:00Z,90,False,13,0,0,0,1,0,1,0,389784,1,0,1,0,31.0,2,0,0,0,60,True,0
Alex Tóth,MID,Bournemouth,,a,,,,0.0,567,238,0,0,5,0,0,0.6,2,76,0.00,0.00,0.00,0.31,8,2,0,0.3,2.8,2026-08-23T13:00:00Z,15,False,15,0,0,0,1,0,1,0,1238,0,1,1,2,0.0,1,0,0,0,50,False,0
Alfie McNally,GK,Fulham,,a,,,,0.2,385,42,0,0,0,0,0,0.0,0,252,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,6,0,0,0,0,0,1,0,13569,0,0,3,2,0.0,0,0,0,0,40,True,0
Claudio Echeverri,MID,Man City,,a,,,,0.0,553,232,0,0,0,0,0,0.0,0,407,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,0,1,0,1572,0,0,1,2,0.0,0,0,0,0,50,True,0
Kjell Scherpen,GK,Ipswich Town,,a,,,,0.6,236,31,0,0,12,0,1,0.0,0,564,0.00,0.00,0.00,0.66,5,1,0,1.4,14.4,2026-08-22T14:00:00Z,90,False,20,0,0,0,10,0,1,2,57252,1,0,1,2,0.0,2,0,0,0,45,True,0
Reinildo Mandava,DEF,Sunderland,,a,,,,0.5,254,94,0,0,9,0,5,27.5,8,536,0.29,0.29,0.00,1.80,5,2,0,5.5,23.0,2026-08-22T14:00:00Z,90,False,12,0,0,0,5,0,1,0,43515,1,3,1,2,4.0,1,0,0,0,45,False,0
Fabian Schär,DEF,Newcastle,,a,,,100,0.2,332,124,0,0,-1,0,0,0.0,0,446,0.00,0.00,0.00,0.79,9,1,0,0.0,0.0,2026-08-23T15:30:00Z,1,False,14,0,0,0,0,0,1,0,20496,0,0,2,2,0.0,1,0,0,0,50,True,0
Milos Kerkez,DEF,Liverpool,,a,,,,3.9,81,30,0,0,3,0,4,13.8,7,358,0.02,0.04,0.02,1.58,9,2,0,4.4,18.0,2026-08-23T15:30:00Z,90,False,17,0,0,0,3,0,1,0,332539,1,3,2,2,12.0,0,0,0,0,55,False,1
Guglielmo Vicario,GK,Spurs,,u,Has joined Juventus on loan for the rest of the season,,0,0.6,244,32,0,0,0,0,0,0.0,0,494,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,0,1,0,35657,0,0,0,3,0.0,0,0,0,0,45,False,0
Oscar Bobb,MID,Fulham,,a,,,,0.3,297,98,0,0,10,0,1,13.8,6,264,0.26,0.26,0.00,2.21,10,3,0,3.0,9.8,2026-08-24T19:00:00Z,66,False,6,0,0,0,2,0,1,0,26829,1,3,3,2,6.0,2,0,0,0,55,True,0
Dilane Bakwa,MID,Nott'm Forest,,a,,,,0.0,559,235,0,0,0,0,0,0.0,0,485,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,13,0,0,0,0,0,1,0,1373,0,0,1,0,0.0,0,0,0,0,55,True,0
Kasey McAteer,MID,Ipswich Town,,a,,,,1.4,162,50,0,0,4,0,0,1.3,3,323,0.00,0.00,0.00,0.03,5,0,0,0.3,1.2,2026-08-22T14:00:00Z,24,False,20,0,0,0,2,0,1,0,130440,0,1,1,2,0.0,1,0,0,0,45,True,0
Samuel Iling-Junior,MID,Aston Villa,,u,Has joined Bolton Wanderers on loan for the rest of the season,,0,0.0,589,255,0,0,0,0,0,0.0,0,49,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,0,1,0,394,0,0,0,4,0.0,0,0,0,0,50,False,0
Boubacar Kamara,MID,Aston Villa,,a,,,100,0.3,293,97,0,0,9,0,3,2.8,7,47,0.00,0.00,0.00,3.77,7,4,0,1.4,11.2,2026-08-23T13:00:00Z,90,False,5,0,0,0,2,0,1,0,31172,1,2,0,4,0.0,2,0,0,0,50,False,0
Max Alleyne,DEF,Man City,,u,Has joined Burnley on loan for the rest of the season,,0,0.0,558,189,0,0,0,0,0,0.0,0,394,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,0,1,0,1089,0,0,1,2,0.0,0,0,0,0,50,True,0
Marc Guiu Paz,FWD,Chelsea,,a,,,,0.5,258,45,0,0,0,0,0,0.0,0,168,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,0,1,0,42801,0,0,3,2,0.0,0,0,0,0,50,False,0
Dominic Calvert-Lewin,FWD,Leeds,,a,,,,30.3,8,3,0,0,-2,1,0,0.8,2,346,0.00,0.13,0.13,0.66,6,0,0,0.7,0.0,2026-08-22T14:00:00Z,90,False,18,0,0,0,2,0,1,0,2823371,1,0,1,0,11.0,1,0,0,0,60,False,1
Aurèle Amenda,DEF,Coventry City,,a,,,,0.8,204,77,0,0,1,0,9,0.8,9,182,0.01,0.01,0.00,1.88,1,3,0,3.0,28.8,2026-08-21T19:00:00Z,90,False,1,0,0,0,4,0,1,0,75420,1,0,0,3,0.0,1,0,0,0,40,False,0
Ibrahim Osman,MID,Brighton,0.0,,,,,,,,0,0,7,0,0,15.4,2,600,0.05,0.05,0.00,0.00,7,0,0,2.4,4.2,2026-08-23T13:00:00Z,12,False,2,0,0,0,2,0,1,0,633,0,0,0,4,4.0,1,0,0,0,50,True,0
Jayden Lienou,DEF,Leeds,0.0,,,,,,,,0,0,0,0,0,0.0,0,603,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,40,False,0
Bobby Thomas,DEF,Coventry City,,a,,,,7.9,53,21,0,0,11,0,9,11.2,10,173,0.01,0.03,0.02,1.88,1,3,0,3.5,23.2,2026-08-21T19:00:00Z,90,False,1,0,0,0,2,0,1,0,721945,1,1,0,3,1.0,3,0,0,0,40,False,0
Antonee Robinson,DEF,Fulham,,a,,,,1.8,131,53,0,0,4,0,4,25.2,7,254,0.04,0.17,0.13,2.21,10,3,0,5.0,21.6,2026-08-24T19:00:00Z,81,False,6,0,0,0,5,0,1,0,148513,1,3,3,2,3.0,1,0,0,0,45,True,0
Andrey Nascimento dos Santos,MID,Man Utd,,a,,,,1.1,184,62,0,0,17,0,3,4.2,9,162,0.23,0.23,0.00,0.94,4,2,0,1.8,11.4,2026-08-22T11:30:00Z,66,False,11,0,0,0,5,0,1,0,93940,1,1,0,2,2.0,2,0,0,0,50,False,0
