name,position,team,xP,status,news,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,selected_rank,selected_rank_type,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,GW
Benoît Badiashile Mukinayi,DEF,Chelsea,,a,,,,0.0,532,179,0,0,0,0,0.0,146,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,1,0,2313,0,3,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Abdoul Ouattara,DEF,Ipswich Town,,a,,,,0.7,215,81,0,0,4,0,10.0,592,0.00,0.00,0.00,0.03,5,0,0,1.5,5.2,2026-08-22T14:00:00Z,10,False,20,0,0,0,0,1,0,86218,0,1,2,0.0,1,0,0,0,40,True,0,2,2,0,0,1
Justin Devenny,MID,Crystal Palace,,a,,,,0.0,568,239,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,1,0,1134,0,0,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Nico O'Reilly,DEF,Man City,,a,,,,21.2,16,5,0,0,5,0,30.4,387,0.41,0.48,0.07,0.55,8,1,0,5.0,8.8,2026-08-23T13:00:00Z,62,False,3,0,0,0,0,1,0,1877660,1,1,2,11.0,2,0,0,0,65,True,0,1,2,5,1,1
Nikola Milenković,DEF,Nott'm Forest,,a,,,,2.0,127,51,0,0,4,0,0.6,471,0.02,0.13,0.11,0.47,6,1,0,2.2,7.6,2026-08-22T14:00:00Z,90,False,13,0,0,0,0,1,0,173511,1,1,0,14.0,2,0,0,0,55,True,0,7,7,6,0,1
Adam Aznou,DEF,Everton,,a,,,,0.2,363,139,0,0,0,0,0.0,235,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,8,0,0,0,0,1,0,16732,0,0,2,0.0,0,0,0,0,40,True,0,0,0,0,0,1
Yoane Wissa,FWD,Newcastle,,a,,,,1.6,148,22,1,0,7,0,16.3,464,0.02,1.02,1.00,2.19,9,1,0,6.4,20.0,2026-08-23T15:30:00Z,90,False,14,0,0,0,0,1,0,142989,1,2,2,28.0,4,0,0,0,60,True,1,1,8,3,4,1
Dan Burn,DEF,Newcastle,,a,,,,2.4,117,47,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,14,0,0,0,0,1,0,213973,0,2,2,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Filip Jörgensen,GK,Chelsea,,u,Has joined RC Strasbourg on loan for the rest of the season,,0,0.0,531,64,0,0,0,0,0.0,141,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,1,0,1796,0,3,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Kim Ji-soo,DEF,Brentford,,a,,,,0.0,547,186,0,0,0,0,0.0,92,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,19,0,0,0,0,1,0,1635,0,0,3,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Dwight McNeil,MID,Crystal Palace,,a,,,,0.2,365,131,0,0,11,0,4.7,241,0.02,0.07,0.05,0.98,3,2,0,1.6,9.6,2026-08-22T14:00:00Z,62,False,9,0,0,0,0,1,0,15735,1,0,2,2.0,2,0,0,0,55,False,0,3,5,2,0,1
Mathys Tel,MID,Spurs,,a,,,,0.6,243,81,0,0,17,0,26.0,514,0.06,0.12,0.06,3.87,2,3,0,4.5,10.4,2026-08-22T16:30:00Z,90,False,4,0,0,0,0,1,0,50995,1,0,3,9.0,2,0,0,0,60,False,0,1,8,7,0,1
Norman Bassette,FWD,Coventry City,,u,Has joined KVC Westerlo on loan for the rest of the season,,0,0.1,454,64,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,1,0,4620,0,0,3,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Djiamgone Jocelin Ta Bi,MID,Sunderland,,a,,,,0.0,590,256,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,12,0,0,0,0,1,0,501,0,1,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Ross Barkley,MID,Aston Villa,,a,,,,0.2,338,118,0,0,11,0,21.4,46,0.02,0.12,0.10,3.55,7,4,0,3.8,9.4,2026-08-23T13:00:00Z,73,False,5,0,0,0,0,1,0,20508,1,0,4,7.0,2,0,0,0,50,False,0,1,1,0,0,1
Jayden Danns,FWD,Liverpool,,i,Unspecified injury - Unknown return date,,0,0.0,509,68,0,0,0,0,0.0,382,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,1,0,3221,0,2,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Lewie Coyle,DEF,Hull City,,a,,,,0.7,225,86,0,0,23,1,11.3,280,0.01,0.01,0.00,1.16,4,0,0,1.7,5.8,2026-08-22T11:30:00Z,69,False,16,0,0,0,0,1,0,59278,1,0,2,0.0,6,0,0,0,40,True,0,1,2,3,1,1
Noah Sadiki,MID,Sunderland,,a,,,,0.4,283,93,0,0,18,0,32.1,545,0.03,0.09,0.06,1.80,5,2,0,7.2,14.6,2026-08-22T14:00:00Z,90,False,12,0,0,0,0,1,0,32634,1,1,2,25.0,2,0,0,0,50,False,0,0,2,2,0,1
Jaka Bijol,DEF,Leeds,,a,,,,0.3,295,109,0,2,28,1,0.4,327,0.00,0.11,0.11,0.66,6,0,0,3.9,23.6,2026-08-22T14:00:00Z,90,False,18,0,0,0,0,1,0,27043,1,1,0,15.0,10,0,0,0,50,False,0,11,12,5,1,1
Daizen Maeda,MID,Ipswich Town,,a,,,,0.4,267,87,0,0,7,0,1.4,562,0.00,0.61,0.61,0.63,5,1,0,2.1,12.6,2026-08-22T14:00:00Z,79,False,20,0,0,0,0,1,0,37656,1,1,2,7.0,2,0,0,0,55,True,0,3,9,2,4,1
Federico Chiesa,MID,Liverpool,,a,,,,0.1,398,153,0,0,0,0,0.0,370,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,1,0,11756,0,2,2,0.0,0,0,0,0,55,False,0,0,0,0,0,1
Altay Bayındır,GK,Man Utd,,u,Has joined Celta Vigo on loan for the rest of the season,,0,0.0,519,60,0,0,0,0,0.0,413,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,2353,0,0,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Matheus Santos Carneiro da Cunha,MID,Man Utd,,a,,,,10.4,40,15,0,0,14,0,28.2,428,0.21,0.45,0.24,1.01,4,2,0,6.9,5.4,2026-08-22T11:30:00Z,79,False,11,0,0,0,0,1,0,901042,1,0,2,35.0,2,0,0,0,80,False,0,0,3,3,0,1
Kristoffer Ajer,DEF,Brentford,,a,,,,2.8,111,43,0,0,29,1,0.9,87,0.02,0.13,0.11,0.57,2,0,0,5.6,20.0,2026-08-22T16:30:00Z,90,False,19,0,0,0,0,1,0,318142,1,0,3,35.0,8,0,0,0,45,True,0,8,10,3,2,1
Sander Berge,MID,Fulham,,a,,,,0.4,268,88,0,0,14,0,23.1,265,0.03,0.06,0.03,2.21,10,3,0,4.4,13.6,2026-08-24T19:00:00Z,72,False,6,0,0,0,0,1,0,38470,1,3,2,7.0,2,0,0,0,50,True,0,1,4,2,1,1
Luca Williams-Barnett,MID,Spurs,0.0,,,,,,,,0,0,0,0,0.0,601,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,1,0,0,0,0,3,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Malo Gusto,DEF,Chelsea,,a,,,,1.1,182,69,0,0,2,0,9.8,144,0.03,0.03,0.00,1.11,10,2,0,2.3,7.2,2026-08-24T19:00:00Z,75,False,10,0,0,0,0,1,0,98423,1,3,2,6.0,1,0,0,0,50,False,0,2,3,4,1,1
Hayden Hackney,MID,Everton,,a,,,,0.3,304,102,0,0,16,1,12.2,247,0.01,0.02,0.01,1.62,3,0,0,2.6,8.6,2026-08-22T14:00:00Z,78,False,8,0,0,0,0,1,0,24410,1,0,2,5.0,3,0,0,0,55,True,0,1,7,4,2,1
Kenny Tete,DEF,Fulham,,a,,,,0.3,305,113,0,0,0,0,0.0,256,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,6,0,0,0,0,1,0,24681,0,3,2,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Sebastiaan Bornauw,DEF,Leeds,,u,Has joined Hamburg SV on loan for the rest of the season,,0,0.0,583,196,0,0,0,0,0.0,333,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,1,0,512,0,1,0,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Giovanni Leoni,DEF,Liverpool,,i,Knee injury - Unknown return date,,0,0.0,484,167,0,0,0,0,0.0,363,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,1,0,4082,0,2,2,0.0,0,0,0,0,40,False,0,0,0,0,0,1
David Button,GK,Ipswich Town,,a,,,,0.4,262,36,0,0,0,0,0.0,302,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,1,0,40566,0,1,2,0.0,0,0,0,0,40,True,0,0,0,0,0,1
Enis Destan,FWD,Hull City,,u,Has joined Konyaspor permanently,,0,0.7,224,37,0,0,0,0,0.0,298,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,1,0,40958,0,0,2,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Harvey Davies,GK,Liverpool,,a,,,,0.1,405,43,0,0,0,0,0.0,355,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,1,0,11845,0,2,2,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Josh Eccles,MID,Coventry City,,a,,,,0.0,545,226,0,0,0,0,0.0,187,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,1,0,1503,0,0,3,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Tyrique George,MID,Everton,,a,,,,0.3,303,101,0,0,13,1,23.4,242,0.08,0.26,0.18,1.67,3,0,0,5.5,7.0,2026-08-22T14:00:00Z,83,False,8,0,0,0,0,1,0,24527,1,0,2,25.0,3,0,0,0,55,True,0,3,7,4,0,1
Amine Adli,MID,Bournemouth,,i,Unspecified injury - Unknown return date,,0,0.0,487,201,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,15,0,0,0,0,1,0,3087,0,1,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Harry Wilson,MID,Leeds,,a,,,,6.7,59,20,0,0,8,1,15.3,260,0.02,0.02,0.00,0.53,6,0,0,2.6,6.2,2026-08-22T14:00:00Z,65,False,18,0,0,0,0,1,0,577649,1,1,0,4.0,3,0,0,0,65,False,0,0,2,0,2,1
Jamie Bynoe-Gittens,MID,Chelsea,,a,,,,0.0,508,213,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,1,0,3231,0,3,2,0.0,0,0,0,0,60,False,0,0,0,0,0,1
Mikkel Damsgaard,MID,Brentford,,a,,,,0.6,239,78,0,0,6,0,26.3,96,0.11,0.11,0.00,0.10,2,0,0,3.4,7.6,2026-08-22T16:30:00Z,14,False,19,0,0,0,0,1,0,52929,0,0,3,0.0,1,0,0,0,55,True,0,0,4,3,1,1
Jens Hjertø-Dahl,MID,Hull City,,a,,,,0.1,442,178,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,1,0,7500,0,0,2,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Giorgi Mamardashvili,GK,Liverpool,,a,,,,0.2,384,41,0,0,0,0,0.0,351,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,1,0,13503,0,2,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Igor Julio dos Santos de Paulo,DEF,Brighton,,a,,,,0.1,443,154,0,0,0,0,0.0,118,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,2,0,0,0,0,1,0,7195,0,0,4,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Myles Lewis-Skelly,MID,Arsenal,,a,,,,0.6,241,79,0,0,15,1,22.9,7,0.11,0.17,0.06,0.20,1,0,0,4.1,11.0,2026-08-21T19:00:00Z,90,False,7,0,0,0,0,1,0,55656,1,0,3,7.0,3,0,0,0,55,True,0,1,7,5,1,1
Aaron Anselmino,DEF,Chelsea,,a,,,,0.0,543,185,0,0,0,0,0.0,561,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,1,0,1770,0,3,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Dara O'Shea,DEF,Ipswich Town,,a,,,,3.4,89,35,0,0,16,0,24.5,304,0.16,0.16,0.00,0.66,5,1,0,7.5,48.0,2026-08-22T14:00:00Z,90,False,20,0,0,0,0,1,0,313565,1,1,2,2.0,4,0,0,0,40,True,0,16,18,6,2,1
Bendito Mantato,MID,Man Utd,,a,,,,0.2,367,133,0,0,0,0,0.0,437,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,16079,0,0,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Ilia Gruev,MID,Leeds,,i,Knee injury - Unknown return date,,0,0.0,586,252,0,0,0,0,0.0,344,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,1,0,461,0,1,0,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Tom Heaton,GK,Man Utd,,i,Hamstring injury - Unknown return date,,0,0.1,408,44,0,0,0,0,0.0,414,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,9078,0,0,2,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Toby Collyer,MID,Man Utd,,a,,,,0.0,546,227,0,0,0,0,0.0,436,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,1568,0,0,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Hákon Rafn Valdimarsson,GK,Brentford,,a,,,,0.1,421,47,0,0,0,0,0.0,83,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,19,0,0,0,0,1,0,9667,0,0,3,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Joel Latibeaudiere,DEF,Coventry City,,a,,,,0.0,486,169,0,0,0,0,0.0,179,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,1,0,3977,0,0,3,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Dominic Solanke-Mitchell,FWD,Spurs,,a,,,,1.5,156,23,0,0,3,0,0.0,526,0.00,0.07,0.07,0.85,2,0,0,0.5,0.0,2026-08-22T16:30:00Z,22,False,4,0,0,0,0,1,0,126667,0,0,3,5.0,1,0,0,0,60,False,0,0,0,0,0,1
Chemsdine Talbi,MID,Sunderland,,a,,,,0.2,328,113,0,0,1,0,0.9,549,0.00,0.00,0.00,0.14,5,1,0,0.0,0.0,2026-08-22T14:00:00Z,31,False,12,0,0,0,0,1,0,20822,0,1,2,0.0,1,0,0,0,55,False,0,0,2,2,0,1
Mathias Jensen,MID,Brentford,,a,,,,0.2,361,128,1,0,22,1,46.2,97,0.34,0.42,0.08,0.47,2,0,0,7.2,12.6,2026-08-22T16:30:00Z,66,False,19,0,0,0,0,1,0,16245,1,0,3,13.0,6,0,0,0,55,True,0,0,5,3,2,1
Alysson Edward Franco da Rocha dos Santos,MID,Aston Villa,,a,,,,0.0,498,206,0,0,5,0,0.0,52,0.00,0.00,0.00,0.14,7,0,0,0.4,4.0,2026-08-23T13:00:00Z,8,False,5,0,0,0,0,1,0,3792,0,0,4,0.0,1,0,0,0,50,False,0,1,3,1,1,1
Bazoumana Touré,MID,Newcastle,,a,,,,0.3,316,106,0,0,0,0,0.0,461,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,14,0,0,0,0,1,0,22780,0,2,2,0.0,0,0,0,0,60,True,0,0,0,0,0,1
Lewis Miley,MID,Newcastle,,a,,,100,0.0,496,205,0,0,13,0,21.4,459,0.01,0.06,0.05,1.94,9,1,0,4.0,15.6,2026-08-23T15:30:00Z,75,False,14,0,0,0,0,1,0,4093,1,2,2,3.0,3,0,0,0,55,True,1,6,13,6,1,1
Emiliano Buendía Stati,MID,Aston Villa,,a,,,,1.4,168,53,0,0,4,0,16.3,41,0.09,0.22,0.13,3.62,7,4,0,2.2,0.0,2026-08-23T13:00:00Z,85,False,5,0,0,0,0,1,0,120830,1,0,4,8.0,2,0,0,0,60,False,0,3,7,3,1,1
Jacob Murphy,MID,Newcastle,,a,,,,0.2,380,140,0,0,-1,0,0.1,457,0.00,0.00,0.00,1.04,9,1,0,0.1,0.0,2026-08-23T15:30:00Z,14,False,14,0,0,0,0,1,0,14816,0,2,2,2.0,0,0,0,0,60,True,1,1,2,1,0,1
Manuel Ugarte Ribeiro,MID,Man Utd,,i,Knee injury - Unknown return date,,0,0.0,592,257,0,0,0,0,0.0,433,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,333,0,0,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Lewis Hall,DEF,Newcastle,,a,,,,3.5,88,34,0,0,8,0,15.2,449,0.35,0.35,0.00,2.98,9,2,0,3.7,22.0,2026-08-23T15:30:00Z,90,False,14,0,0,0,0,1,0,310247,1,2,2,0.0,3,0,0,0,50,True,0,6,11,8,5,1
Conor Gallagher,MID,Spurs,,a,,,,0.3,300,100,0,0,1,0,5.5,519,0.06,0.08,0.02,1.70,2,2,0,0.5,0.0,2026-08-22T16:30:00Z,45,False,4,0,0,0,0,1,0,26860,1,0,3,1.0,0,0,0,0,55,False,1,0,3,2,1,1
Cédric Kipré,DEF,Ipswich Town,,a,,,,0.6,227,88,0,0,0,0,0.0,303,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,1,0,57775,0,1,2,0.0,0,0,0,0,40,True,0,0,0,0,0,1
Harry Maguire,DEF,Man Utd,,a,,,,16.5,25,9,0,0,15,0,28.6,418,0.40,0.44,0.04,1.01,4,2,0,7.3,25.4,2026-08-22T11:30:00Z,90,False,11,0,0,0,0,1,0,1650905,1,0,2,19.0,1,0,0,0,50,False,0,4,4,5,0,1
Dango Ouattara,MID,Brentford,,a,,,,1.3,174,56,0,0,6,1,30.8,95,0.29,0.34,0.05,0.47,2,0,0,4.7,1.0,2026-08-22T16:30:00Z,66,False,19,0,0,0,0,1,0,105835,1,0,3,15.0,3,0,0,0,65,True,0,2,6,4,0,1
Nicolas Jackson,FWD,Chelsea,,a,,,,0.3,292,52,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,1,0,29435,0,3,2,0.0,0,0,0,0,65,False,0,0,0,0,0,1
Pep Chavarría,DEF,Chelsea,,a,,,,0.2,356,136,0,0,3,0,0.2,583,0.00,0.00,0.00,0.28,10,0,0,0.5,2.4,2026-08-24T19:00:00Z,25,False,10,0,0,0,0,1,0,17073,0,3,2,2.0,1,0,0,0,50,False,0,1,1,1,0,1
Triston Rowe,DEF,Aston Villa,0.0,,,,,,,,0,0,0,0,0.0,606,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,1,0,0,0,0,4,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Jayden Bogle,DEF,Leeds,,a,,,,0.5,252,92,0,0,24,1,1.1,330,0.00,0.00,0.00,0.66,6,0,0,0.8,7.0,2026-08-22T14:00:00Z,90,False,18,0,0,0,0,1,0,45674,1,1,0,0.0,6,0,0,0,45,False,0,2,3,3,1,1
Matthijs de Ligt,DEF,Man Utd,,i,Back injury - Unknown return date,,0,0.0,529,177,0,0,0,0,0.0,416,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,2274,0,0,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Tosin Adarabioyo,DEF,Chelsea,,a,,,,0.2,344,130,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,1,0,18070,0,3,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Youri Tielemans,MID,Man Utd,,a,,,100,2.4,116,38,0,0,13,0,11.3,43,0.11,0.15,0.04,0.94,4,2,0,2.0,5.0,2026-08-22T11:30:00Z,66,False,11,0,0,0,0,1,0,224637,1,0,2,4.0,2,0,0,0,60,False,0,0,5,5,0,1
George Hirst,FWD,Ipswich Town,,a,,,,0.4,277,47,0,0,0,0,0.0,317,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,1,0,25160,0,1,2,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Bruno Guimarães Rodriguez Moura,MID,Arsenal,,d,Thigh injury - 75% chance of playing,,75,6.3,62,21,0,0,0,0,0.0,452,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,7,0,0,0,0,1,0,391151,0,0,3,0.0,0,0,0,0,70,True,0,0,0,0,0,1
Daniel Muñoz Mejía,DEF,Crystal Palace,,a,,,,10.1,41,14,0,0,-4,0,1.8,201,0.01,0.24,0.23,0.84,3,2,0,2.4,1.2,2026-08-22T14:00:00Z,54,False,9,0,0,0,0,1,0,873015,1,0,2,21.0,0,0,0,0,55,False,0,3,4,1,1,1
Xaver Schlager,MID,Nott'm Forest,,a,,,,0.1,416,165,0,0,3,0,1.0,558,0.00,0.00,0.00,0.13,6,1,0,0.4,0.6,2026-08-22T14:00:00Z,16,False,13,0,0,0,0,1,0,10065,0,1,0,2.0,1,0,0,0,50,True,0,0,1,1,0,1
Evann Guessand,MID,Crystal Palace,,a,,,,0.0,514,216,0,0,3,0,1.8,42,0.02,0.05,0.03,0.14,3,0,0,1.2,3.2,2026-08-22T14:00:00Z,27,False,9,0,0,0,0,1,0,3238,0,0,2,7.0,1,0,0,0,55,False,0,0,1,0,1,1
Mikel Merino Zazón,MID,Arsenal,,a,,,,0.7,212,69,0,0,5,0,1.2,17,0.02,0.16,0.14,0.15,1,0,0,1.9,3.6,2026-08-21T19:00:00Z,14,False,7,0,0,0,0,1,0,62671,0,0,3,14.0,1,0,0,0,60,True,0,0,2,2,0,1
Marcelino Núñez,MID,Ipswich Town,,a,,,,0.1,402,157,0,0,26,0,7.3,309,0.03,0.06,0.03,0.63,5,1,0,2.4,13.0,2026-08-22T14:00:00Z,79,False,20,0,0,0,0,1,0,11544,1,1,2,4.0,4,0,0,0,50,True,0,4,12,6,2,1
Wilson Isidor,FWD,Sunderland,,a,,,,1.1,186,28,0,0,3,0,0.2,553,0.00,0.00,0.00,0.10,5,1,0,0.0,0.0,2026-08-22T14:00:00Z,23,False,12,0,0,0,0,1,0,90196,0,1,2,0.0,1,0,0,0,55,False,0,0,0,0,0,1
Destiny Udogie,DEF,Spurs,,a,,,,0.5,257,96,0,0,3,0,0.7,506,0.02,0.02,0.00,0.44,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,4,False,4,0,0,0,0,1,0,43741,0,0,3,0.0,1,0,0,0,45,False,0,0,0,2,0,1
Alexander Isak,FWD,Liverpool,,a,,,,16.4,26,5,0,0,6,0,14.6,379,0.01,1.10,1.09,1.58,9,2,0,9.2,11.4,2026-08-23T15:30:00Z,90,False,17,0,0,0,0,1,0,1493302,1,2,2,66.0,2,0,0,0,90,False,0,1,1,0,0,1
Michael Svoboda,DEF,Brighton,,a,,,,0.0,491,170,0,0,0,0,0.0,120,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,2,0,0,0,0,1,0,3997,0,0,4,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Jack Harrison,MID,Leeds,,u,Has joined New England Revolution permanently,,0,0.0,596,260,0,0,0,0,0.0,342,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,1,0,135,0,1,0,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Rayan Cherki,MID,Man City,,a,,,,7.8,54,18,2,1,28,0,48.8,399,0.50,0.50,0.00,0.10,8,0,0,9.2,39.2,2026-08-23T13:00:00Z,27,False,3,0,0,0,0,1,0,679336,0,1,2,4.0,8,0,0,0,75,True,0,0,0,0,0,1
Anis Mehmeti,MID,Ipswich Town,,a,,,,0.1,472,194,0,0,0,0,0.0,324,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,1,0,4850,0,1,2,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Morgan Gibbs-White,MID,Nott'm Forest,,a,,,,11.8,34,12,0,0,10,0,9.3,480,0.06,0.19,0.13,0.47,6,1,0,2.4,0.0,2026-08-22T14:00:00Z,90,False,13,0,0,0,0,1,0,1039647,1,1,0,16.0,2,0,0,0,80,True,0,1,3,2,0,1
Cheick Doucouré,MID,Crystal Palace,,a,,,,0.1,462,187,0,0,0,0,0.0,218,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,1,0,6199,0,0,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Erling Haaland,FWD,Man City,,a,,,,69.3,1,1,0,0,6,0,5.2,411,0.02,0.76,0.74,0.65,8,1,0,5.9,3.8,2026-08-23T13:00:00Z,90,False,3,0,0,0,0,1,0,6209794,1,1,2,50.0,2,0,0,0,155,True,0,0,3,3,0,1
Illan Meslier,GK,Arsenal,,a,,,,0.0,516,58,0,0,0,0,0.0,3,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,7,0,0,0,0,1,0,2971,0,0,3,0.0,0,0,0,0,50,True,0,0,0,0,0,1
